,data_values
16250,-0.05647464
16251,-0.057907607
16252,-0.059310235
16253,-0.060679205
16254,-0.062011257
16255,-0.06330357
16256,-0.06455372
16257,-0.06576013
16258,-0.06692178
16259,-0.06803851
16260,-0.0691111
16261,-0.07014112
16262,-0.071130775
16263,-0.072082974
16264,-0.07300112
16265,-0.07388914
16266,-0.074750975
16267,-0.07559076
16268,-0.07641245
16269,-0.07721978
16270,-0.07801605
16271,-0.07880417
16272,-0.07958641
16273,-0.08036448
16274,-0.08113947
16275,-0.081911944
16276,-0.082681976
16277,-0.083449215
16278,-0.08421294
16279,-0.08497221
16280,-0.08572594
16281,-0.08647304
16282,-0.08721246
16283,-0.08794322
16284,-0.08866458
16285,-0.08937605
16286,-0.09007731
16287,-0.09076831
16288,-0.09144921
16289,-0.09212034
16290,-0.092782125
16291,-0.09343506
16292,-0.09407956
16293,-0.094715975
16294,-0.09534441
16295,-0.0959651
16296,-0.09657775
16297,-0.097182035
16298,-0.097777285
16299,-0.098362744
16300,-0.09893748
16301,-0.09950037
16302,-0.10005035
16303,-0.10058619
16304,-0.10110684
16305,-0.10161117
16306,-0.10209853
16307,-0.1025681
16308,-0.103019394
16309,-0.103452176
16310,-0.103866175
16311,-0.10426146
16312,-0.10463785
16313,-0.104995355
16314,-0.10533378
16315,-0.10565274
16316,-0.10595162
16317,-0.10622948
16318,-0.106484935
16319,-0.106716216
16320,-0.10692112
16321,-0.10709709
16322,-0.107240945
16323,-0.10734956
16324,-0.107419245
16325,-0.10744641
16326,-0.10742746
16327,-0.107359126
16328,-0.10723825
16329,-0.10706231
16330,-0.10682936
16331,-0.10653818
16332,-0.10618832
16333,-0.10578007
16334,-0.105314754
16335,-0.104794376
16336,-0.104221806
16337,-0.10360051
16338,-0.10293462
16339,-0.1022284
16340,-0.10148654
16341,-0.10071363
16342,-0.099914216
16343,-0.09909231
16344,-0.09825153
16345,-0.09739501
16346,-0.09652515
16347,-0.0956436
16348,-0.094751246
16349,-0.093848385
16350,-0.09293463
16351,-0.09200912
16352,-0.09107066
16353,-0.090117715
16354,-0.0891488
16355,-0.088162474
16356,-0.08715769
16357,-0.08613379
16358,-0.08509049
16359,-0.0840282
16360,-0.082947984
16361,-0.081851475
16362,-0.08074079
16363,-0.0796186
16364,-0.078487985
16365,-0.07735218
16366,-0.07621458
16367,-0.07507852
16368,-0.07394712
16369,-0.07282314
16370,-0.0717089
16371,-0.07060634
16372,-0.06951657
16373,-0.06844023
16374,-0.06737737
16375,-0.06632749
16376,-0.06528982
16377,-0.06426296
16378,-0.06324569
16379,-0.06223631
16380,-0.061233502
16381,-0.06023597
16382,-0.05924265
16383,-0.05825279
16384,-0.05726608
16385,-0.056282558
16386,-0.05530266
16387,-0.05432715
16388,-0.053356998
16389,-0.052393436
16390,-0.051437702
16391,-0.050491057
16392,-0.049554605
16393,-0.04862921
16394,-0.047715537
16395,-0.046813834
16396,-0.04592408
16397,-0.045045912
16398,-0.044178646
16399,-0.04332136
16400,-0.042472936
16401,-0.04163223
16402,-0.040798113
16403,-0.039969403
16404,-0.03914533
16405,-0.038325258
16406,-0.03750892
16407,-0.036696352
16408,-0.035887983
16409,-0.035084534
16410,-0.034287002
16411,-0.03349665
16412,-0.032714732
16413,-0.031942643
16414,-0.031181557
16415,-0.030432578
16416,-0.029696481
16417,-0.028973708
16418,-0.028264297
16419,-0.02756786
16420,-0.026883578
16421,-0.026210228
16422,-0.02554623
16423,-0.024889726
16424,-0.024238635
16425,-0.023590812
16426,-0.0229441
16427,-0.022296458
16428,-0.021646036
16429,-0.020991286
16430,-0.020330982
16431,-0.019664302
16432,-0.018990798
16433,-0.01831046
16434,-0.017623592
16435,-0.016930878
16436,-0.016233258
16437,-0.015531842
16438,-0.014827891
16439,-0.014122695
16440,-0.013417527
16441,-0.012713559
16442,-0.012011821
16443,-0.011313176
16444,-0.010618251
16445,-0.009927493
16446,-0.009241106
16447,-0.008559127
16448,-0.007881401
16449,-0.0072076367
16450,-0.0065374426
16451,-0.0058703288
16452,-0.00520577
16453,-0.004543208
16454,-0.003882072
16455,-0.003221776
16456,-0.002561737
16457,-0.0019013571
16458,-0.0012400245
16459,-0.00057709543
16460,8.810954e-05
16461,0.0007563265
16462,0.0014283361
16463,0.0021049546
16464,0.0027870534
16465,0.0034755173
16466,0.004171242
16467,0.00487509
16468,0.005587859
16469,0.0063102557
16470,0.0070428466
16471,0.007786049
16472,0.00854008
16473,0.009304924
16474,0.010080367
16475,0.010865956
16476,0.011661018
16477,0.012464655
16478,0.013275788
16479,0.014093167
16480,0.014915375
16481,0.015740927
16482,0.016568204
16483,0.017395534
16484,0.018221179
16485,0.019043406
16486,0.01986046
16487,0.020670537
16488,0.021471873
16489,0.022262635
16490,0.02304097
16491,0.02380506
16492,0.024553044
16493,0.025282998
16494,0.025993034
16495,0.026681285
16496,0.027345954
16497,0.027985282
16498,0.028597634
16499,0.029181527
16500,0.02973567
16501,0.030258948
16502,0.030750562
16503,0.03120987
16504,0.031636566
16505,0.032030575
16506,0.032392055
16507,0.03272142
16508,0.03301917
16509,0.033285942
16510,0.033522435
16511,0.03372934
16512,0.033907197
16513,0.034056485
16514,0.03417746
16515,0.03427021
16516,0.034334574
16517,0.03437021
16518,0.034376606
16519,0.034353048
16520,0.034298718
16521,0.034212954
16522,0.03409495
16523,0.033944126
16524,0.033760108
16525,0.033542868
16526,0.03329267
16527,0.03301022
16528,0.032696575
16529,0.032353316
16530,0.03198231
16531,0.031585827
16532,0.03116641
16533,0.030726688
16534,0.030269535
16535,0.029797742
16536,0.029314045
16537,0.028821023
16538,0.028320987
16539,0.027815932
16540,0.027307514
16541,0.02679708
16542,0.026285606
16543,0.025773723
16544,0.025261886
16545,0.024750369
16546,0.024239356
16547,0.023729049
16548,0.023219746
16549,0.02271197
16550,0.022206467
16551,0.021704294
16552,0.021206906
16553,0.020715976
16554,0.02023359
16555,0.019762104
16556,0.01930412
16557,0.018862326
16558,0.01843946
16559,0.018038198
16560,0.017661024
16561,0.017310154
16562,0.016987428
16563,0.016694168
16564,0.016431257
16565,0.016199034
16566,0.01599727
16567,0.01582526
16568,0.015681762
16569,0.015565163
16570,0.015473493
16571,0.015404578
16572,0.01535607
16573,0.015325569
16574,0.015310767
16575,0.015309522
16576,0.015319934
16577,0.0153403925
16578,0.015369634
16579,0.015406774
16580,0.015451267
16581,0.015502962
16582,0.015561957
16583,0.015628595
16584,0.01570345
16585,0.015787186
16586,0.015880516
16587,0.015984131
16588,0.016098578
16589,0.016224228
16590,0.01636124
16591,0.016509484
16592,0.016668508
16593,0.016837496
16594,0.017015388
16595,0.017200768
16596,0.017392008
16597,0.017587237
16598,0.017784433
16599,0.017981477
16600,0.018176254
16601,0.018366696
16602,0.01855086
16603,0.018726975
16604,0.018893598
16605,0.019049536
16606,0.019194042
16607,0.019326681
16608,0.019447496
16609,0.019556856
16610,0.019655542
16611,0.019744696
16612,0.019825686
16613,0.019900125
16614,0.019969713
16615,0.020036303
16616,0.020101655
16617,0.020167442
16618,0.020235145
16619,0.020306017
16620,0.020380955
16621,0.020460553
16622,0.020545052
16623,0.020634243
16624,0.020727668
16625,0.020824518
16626,0.020923767
16627,0.021024182
16628,0.021124465
16629,0.021223249
16630,0.021319283
16631,0.021411419
16632,0.021498676
16633,0.021580327
16634,0.021655887
16635,0.02172512
16636,0.021788068
16637,0.021844946
16638,0.021896074
16639,0.021941898
16640,0.021982782
16641,0.022019025
16642,0.02205069
16643,0.022077616
16644,0.022099266
16645,0.02211477
16646,0.022122929
16647,0.022122141
16648,0.022110559
16649,0.022086078
16650,0.022046525
16651,0.021989696
16652,0.02191353
16653,0.021816278
16654,0.021696558
16655,0.02155354
16656,0.021387074
16657,0.021197625
16658,0.020986443
16659,0.020755492
16660,0.020507403
16661,0.020245392
16662,0.019973114
16663,0.019694561
16664,0.019413786
16665,0.019134803
16666,0.01886137
16667,0.018596757
16668,0.018343614
16669,0.018103851
16670,0.01787851
16671,0.017667735
16672,0.017470758
16673,0.017285943
16674,0.01711087
16675,0.016942542
16676,0.01677746
16677,0.016611904
16678,0.016442107
16679,0.016264485
16680,0.016075838
16681,0.015873557
16682,0.015655758
16683,0.015421384
16684,0.015170336
16685,0.014903427
16686,0.0146224
16687,0.014329829
16688,0.01402901
16689,0.0137238065
16690,0.01341847
16691,0.013117468
16692,0.012825239
16693,0.01254605
16694,0.012283814
16695,0.012041929
16696,0.011823192
16697,0.011629686
16698,0.011462781
16699,0.011323099
16700,0.011210582
16701,0.011124543
16702,0.011063782
16703,0.011026652
16704,0.01101122
16705,0.011015397
16706,0.011037003
16707,0.011073923
16708,0.011124152
16709,0.011185868
16710,0.011257462
16711,0.011337571
16712,0.011425018
16713,0.011518837
16714,0.01161818
16715,0.011722304
16716,0.01183045
16717,0.011941842
16718,0.012055614
16719,0.01217075
16720,0.012286087
16721,0.012400266
16722,0.012511784
16723,0.012618955
16724,0.012719985
16725,0.0128130065
16726,0.012896122
16727,0.012967453
16728,0.013025222
16729,0.013067756
16730,0.01309355
16731,0.013101281
16732,0.01308986
16733,0.013058389
16734,0.013006174
16735,0.012932681
16736,0.012837544
16737,0.012720503
16738,0.012581368
16739,0.012419983
16740,0.012236193
16741,0.012029815
16742,0.011800625
16743,0.011548346
16744,0.011272632
16745,0.010973089
16746,0.010649298
16747,0.010300832
16748,0.009927273
16749,0.009528264
16750,0.009103515
16751,0.008652841
16752,0.0081761805
16753,0.0076736165
16754,0.0071453615
16755,0.006591771
16756,0.0060133305
16757,0.005410639
16758,0.004784405
16759,0.004135403
16760,0.0034644864
16761,0.0027725399
16762,0.002060503
16763,0.00132935
16764,0.00058009184
16765,-0.00018620893
16766,-0.0009684171
16767,-0.0017653018
16768,-0.0025755032
16769,-0.0033975067
16770,-0.004229608
16771,-0.005069894
16772,-0.005916227
16773,-0.006766212
16774,-0.007617228
16775,-0.0084664505
16776,-0.009310858
16777,-0.010147285
16778,-0.010972489
16779,-0.011783218
16780,-0.012576251
16781,-0.0133485375
16782,-0.014097198
16783,-0.014819644
16784,-0.015513627
16785,-0.016177299
16786,-0.016809203
16787,-0.017408377
16788,-0.017974237
16789,-0.018506633
16790,-0.019005787
16791,-0.019472206
16792,-0.019906662
16793,-0.020310026
16794,-0.020683262
16795,-0.021027312
16796,-0.02134301
16797,-0.021631006
16798,-0.021891717
16799,-0.022125307
16800,-0.022331621
16801,-0.022510253
16802,-0.022660566
16803,-0.022781685
16804,-0.022872657
16805,-0.022932502
16806,-0.022960322
16807,-0.022955377
16808,-0.022917263
16809,-0.022845963
16810,-0.02274197
16811,-0.022606326
16812,-0.022440713
16813,-0.022247419
16814,-0.022029437
16815,-0.02179031
16816,-0.021534164
16817,-0.021265551
16818,-0.020989392
16819,-0.020710804
16820,-0.020434977
16821,-0.020167014
16822,-0.01991178
16823,-0.019673802
16824,-0.019457115
16825,-0.019265153
16826,-0.01910071
16827,-0.018965919
16828,-0.018862182
16829,-0.01879025
16830,-0.018750262
16831,-0.018741855
16832,-0.01876423
16833,-0.018816303
16834,-0.01889688
16835,-0.019004697
16836,-0.019138638
16837,-0.019297844
16838,-0.019481717
16839,-0.019690093
16840,-0.019923199
16841,-0.020181738
16842,-0.020466758
16843,-0.020779653
16844,-0.021122068
16845,-0.021495791
16846,-0.0219026
16847,-0.02234418
16848,-0.022821907
16849,-0.02333682
16850,-0.023889463
16851,-0.02447982
16852,-0.02510723
16853,-0.025770377
16854,-0.026467377
16855,-0.027195677
16856,-0.027952263
16857,-0.028733678
16858,-0.029536178
16859,-0.03035585
16860,-0.031188745
16861,-0.032031
16862,-0.032879032
16863,-0.033729475
16864,-0.034579404
16865,-0.035426382
16866,-0.036268357
16867,-0.03710377
16868,-0.03793144
16869,-0.038750548
16870,-0.03956052
16871,-0.04036095
16872,-0.041151475
16873,-0.041931715
16874,-0.04270108
16875,-0.043458886
16876,-0.044204112
16877,-0.044935454
16878,-0.045651328
16879,-0.04634986
16880,-0.047028977
16881,-0.047686473
16882,-0.048319917
16883,-0.048927087
16884,-0.049505714
16885,-0.0500538
16886,-0.050569553
16887,-0.051051583
16888,-0.0514988
16889,-0.051910542
16890,-0.052286472
16891,-0.052626643
16892,-0.05293139
16893,-0.05320126
16894,-0.05343692
16895,-0.053639233
16896,-0.053808916
16897,-0.053946674
16898,-0.054053113
16899,-0.05412856
16900,-0.0541733
16901,-0.054187324
16902,-0.054170515
16903,-0.054122657
16904,-0.05404352
16905,-0.05393284
16906,-0.05379051
16907,-0.053616658
16908,-0.053411618
16909,-0.053176038
16910,-0.052911
16911,-0.052617867
16912,-0.0522984
16913,-0.05195469
16914,-0.051589124
16915,-0.051204205
16916,-0.050802533
16917,-0.05038677
16918,-0.04995939
16919,-0.049522683
16920,-0.049078602
16921,-0.04862872
16922,-0.04817421
16923,-0.047715787
16924,-0.047253642
16925,-0.046787668
16926,-0.046317276
16927,-0.04584174
16928,-0.045360066
16929,-0.04487116
16930,-0.044374097
16931,-0.043868095
16932,-0.04335261
16933,-0.042827457
16934,-0.04229296
16935,-0.041749876
16936,-0.041199464
16937,-0.040643554
16938,-0.040084403
16939,-0.039524674
16940,-0.03896741
16941,-0.038415894
16942,-0.037873574
16943,-0.037343986
16944,-0.03683058
16945,-0.036336742
16946,-0.0358656
16947,-0.035420015
16948,-0.035002608
16949,-0.034615505
16950,-0.034260616
16951,-0.033939365
16952,-0.033652946
16953,-0.033402115
16954,-0.03318746
16955,-0.033009235
16956,-0.032867517
16957,-0.032762256
16958,-0.03269319
16959,-0.03266003
16960,-0.032662395
16961,-0.032699857
16962,-0.032771952
16963,-0.03287816
16964,-0.03301801
16965,-0.033190925
16966,-0.033396352
16967,-0.033633683
16968,-0.033902295
16969,-0.034201518
16970,-0.0345306
16971,-0.0348888
16972,-0.035275288
16973,-0.035689134
16974,-0.03612931
16975,-0.036594786
16976,-0.037084367
16977,-0.037596658
16978,-0.038130257
16979,-0.0386835
16980,-0.039254647
16981,-0.03984165
16982,-0.040442385
16983,-0.04105456
16984,-0.041675683
16985,-0.042303108
16986,-0.042934123
16987,-0.043565884
16988,-0.04419559
16989,-0.0448204
16990,-0.045437574
16991,-0.04604456
16992,-0.04663882
16993,-0.047218245
16994,-0.04778081
16995,-0.048324797
16996,-0.04884874
16997,-0.04935144
16998,-0.049831968
16999,-0.05028946
17000,-0.050723273
17001,-0.051132794
17002,-0.051517528
17003,-0.051876776
17004,-0.052209783
17005,-0.05251577
17006,-0.05279367
17007,-0.053042255
17008,-0.053260226
17009,-0.053446006
17010,-0.053598005
17011,-0.05371459
17012,-0.053794127
17013,-0.05383514
17014,-0.05383631
17015,-0.053796522
17016,-0.05371501
17017,-0.05359138
17018,-0.05342551
17019,-0.05321774
17020,-0.05296865
17021,-0.052679177
17022,-0.052350406
17023,-0.051983654
17024,-0.051580206
17025,-0.05114141
17026,-0.050668385
17027,-0.05016221
17028,-0.049623627
17029,-0.049053222
17030,-0.04845125
17031,-0.04781789
17032,-0.0471531
17033,-0.046456795
17034,-0.045729026
17035,-0.04496989
17036,-0.044179924
17037,-0.04335997
17038,-0.0425114
17039,-0.041636154
17040,-0.04073684
17041,-0.039816547
17042,-0.038879074
17043,-0.037928645
17044,-0.036969893
17045,-0.036007628
17046,-0.035046864
17047,-0.03409236
17048,-0.03314865
17049,-0.032219864
17050,-0.031309433
17051,-0.03042018
17052,-0.02955414
17053,-0.028712528
17054,-0.027895868
17055,-0.027103959
17056,-0.026336096
17057,-0.025591174
17058,-0.024867905
17059,-0.024165034
17060,-0.023481516
17061,-0.022816716
17062,-0.022170577
17063,-0.02154372
17064,-0.020937577
17065,-0.020354316
17066,-0.01979687
17067,-0.019268814
17068,-0.018774197
17069,-0.018317362
17070,-0.017902719
17071,-0.017534528
17072,-0.017216628
17073,-0.016952217
17074,-0.016743662
17075,-0.016592352
17076,-0.016498573
17077,-0.016461536
17078,-0.016479334
17079,-0.016549049
17080,-0.016666941
17081,-0.01682858
17082,-0.01702916
17083,-0.017263636
17084,-0.017527064
17085,-0.017814817
17086,-0.018122766
17087,-0.018447494
17088,-0.018786378
17089,-0.019137667
17090,-0.019500474
17091,-0.01987468
17092,-0.020260887
17093,-0.02066015
17094,-0.021073857
17095,-0.02150347
17096,-0.021950303
17097,-0.022415306
17098,-0.022898892
17099,-0.023400769
17100,-0.023919843
17101,-0.02445417
17102,-0.02500095
17103,-0.02555666
17104,-0.026117057
17105,-0.026677417
17106,-0.027232714
17107,-0.027777772
17108,-0.028307566
17109,-0.028817303
17110,-0.029302696
17111,-0.029760065
17112,-0.03018641
17113,-0.030579507
17114,-0.030937927
17115,-0.031260937
17116,-0.031548437
17117,-0.03180092
17118,-0.032019205
17119,-0.032204386
17120,-0.032357704
17121,-0.032480314
17122,-0.032573223
17123,-0.032637216
17124,-0.03267278
17125,-0.032680083
17126,-0.03265899
17127,-0.032609094
17128,-0.03252982
17129,-0.03242055
17130,-0.0322806
17131,-0.03210943
17132,-0.03190668
17133,-0.03167228
17134,-0.031406485
17135,-0.031109838
17136,-0.030783258
17137,-0.030427935
17138,-0.030045282
17139,-0.029636819
17140,-0.029204136
17141,-0.02874871
17142,-0.028271852
17143,-0.027774587
17144,-0.02725757
17145,-0.026721073
17146,-0.026164934
17147,-0.025588568
17148,-0.024991037
17149,-0.02437107
17150,-0.023727208
17151,-0.023057913
17152,-0.022361629
17153,-0.021636989
17154,-0.020882867
17155,-0.020098459
17156,-0.01928347
17157,-0.018438015
17158,-0.017562754
17159,-0.016658816
17160,-0.015727788
17161,-0.0147716375
17162,-0.013792659
17163,-0.012793359
17164,-0.011776349
17165,-0.010744263
17166,-0.00969969
17167,-0.008645069
17168,-0.0075826757
17169,-0.0065145846
17170,-0.00544268
17171,-0.0043686563
17172,-0.0032941122
17173,-0.0022205622
17174,-0.0011495306
17175,-8.26155e-05
17176,0.0009784485
17177,0.00203173
17178,0.0030750714
17179,0.0041060704
17180,0.0051220963
17181,0.0061203185
17182,0.0070977644
17183,0.0080514
17184,0.008978221
17185,0.009875372
17186,0.010740211
17187,0.011570441
17188,0.012364175
17189,0.01311999
17190,0.013836994
17191,0.014514797
17192,0.015153497
17193,0.015753647
17194,0.016316159
17195,0.016842205
17196,0.017333122
17197,0.017790224
17198,0.018214766
17199,0.018607765
17200,0.01896988
17201,0.019301414
17202,0.019602135
17203,0.019871388
17204,0.020107972
17205,0.020310238
17206,0.020476185
17207,0.020603474
17208,0.020689594
17209,0.02073195
17210,0.020728003
17211,0.020675348
17212,0.020571947
17213,0.02041604
17214,0.020206422
17215,0.01994232
17216,0.019623576
17217,0.019250529
17218,0.01882405
17219,0.018345565
17220,0.017816845
17221,0.017240068
17222,0.016617732
17223,0.015952531
17224,0.015247269
17225,0.014504887
17226,0.013728322
17227,0.012920501
17228,0.012084301
17229,0.011222568
17230,0.010338056
17231,0.009433507
17232,0.008511604
17233,0.0075750635
17234,0.0066265874
17235,0.005668945
17236,0.0047049606
17237,0.0037375411
17238,0.0027696681
17239,0.0018044091
17240,0.00084489136
17241,-0.00010570333
17242,-0.0010441745
17243,-0.0019673307
17244,-0.0028720184
17245,-0.0037551536
17246,-0.0046137506
17247,-0.0054449392
17248,-0.0062459963
17249,-0.007014325
17250,-0.0077474755
17251,-0.008443126
17252,-0.009099064
17253,-0.009713161
17254,-0.010283342
17255,-0.010807543
17256,-0.0112837
17257,-0.011709688
17258,-0.012083305
17259,-0.012402251
17260,-0.01266411
17261,-0.012866353
17262,-0.013006316
17263,-0.013081269
17264,-0.0130883865
17265,-0.013024844
17266,-0.012887838
17267,-0.012674631
17268,-0.01238268
17269,-0.0120096635
17270,-0.0115535585
17271,-0.011012755
17272,-0.010386093
17273,-0.009672967
17274,-0.00887336
17275,-0.007987926
17276,-0.0070179943
17277,-0.0059656403
17278,-0.004833635
17279,-0.0036254604
17280,-0.0023452803
17281,-0.0009978699
17282,0.00041145232
17283,0.0018769195
17284,0.0033924137
17285,0.004951588
17286,0.0065479903
17287,0.008175183
17288,0.009826872
17289,0.011497016
17290,0.013179919
17291,0.014870326
17292,0.016563462
17293,0.018255042
17294,0.01994138
17295,0.021619176
17296,0.023285655
17297,0.024938365
17298,0.026575128
17299,0.028193913
17300,0.029792711
17301,0.031369425
17302,0.03292172
17303,0.03444697
17304,0.035942122
17305,0.03740365
17306,0.038827557
17307,0.040209327
17308,0.041544013
17309,0.042826325
17310,0.04405062
17311,0.045211174
17312,0.046302266
17313,0.04731825
17314,0.048253924
17315,0.04910446
17316,0.04986569
17317,0.050534148
17318,0.051107146
17319,0.05158294
17320,0.05196058
17321,0.052240003
17322,0.052421972
17323,0.052507915
17324,0.05249982
17325,0.052400213
17326,0.05221192
17327,0.051937904
17328,0.051581163
17329,0.051144734
17330,0.050631378
17331,0.050043672
17332,0.049383942
17333,0.04865427
17334,0.047856536
17335,0.04699242
17336,0.04606359
17337,0.04507176
17338,0.044018768
17339,0.042906795
17340,0.041738313
17341,0.040516295
17342,0.039244253
17343,0.037926234
17344,0.036566842
17345,0.03517126
17346,0.03374506
17347,0.032294244
17348,0.030824995
17349,0.029343674
17350,0.027856594
17351,0.026369918
17352,0.024889503
17353,0.023420818
17354,0.021968843
17355,0.02053798
17356,0.019132083
17357,0.017754406
17358,0.016407687
17359,0.015094193
17360,0.013815843
17361,0.012574295
17362,0.011371064
17363,0.010207677
17364,0.009085796
17365,0.008007252
17366,0.006974232
17367,0.0059892526
17368,0.0050552427
17369,0.0041755247
17370,0.003353773
17371,0.0025939643
17372,0.0019002985
17373,0.0012770786
17374,0.0007285986
17375,0.00025901067
17376,-0.00012779806
17377,-0.00042832442
17378,-0.0006395602
17379,-0.0007590826
17380,-0.0007851267
17381,-0.0007166361
17382,-0.00055328023
17383,-0.00029546156
17384,5.5693523e-05
17385,0.00049837434
17386,0.0010301345
17387,0.0016479496
17388,0.002348285
17389,0.0031271633
17390,0.003980231
17391,0.004902829
17392,0.00589006
17393,0.006936838
17394,0.008037945
17395,0.009188087
17396,0.010381927
17397,0.011614131
17398,0.0128794275
17399,0.01417263
17400,0.0154887
17401,0.016822748
17402,0.018170118
17403,0.019526424
17404,0.020887585
17405,0.022249784
17406,0.0236096
17407,0.024963938
17408,0.026310064
17409,0.027645556
17410,0.02896831
17411,0.030276474
17412,0.031568386
17413,0.03284246
17414,0.03409725
17415,0.035331186
17416,0.03654263
17417,0.037729744
17418,0.038890366
17419,0.040022142
17420,0.041122332
17421,0.04218788
17422,0.043215398
17423,0.044201247
17424,0.045141608
17425,0.046032507
17426,0.046869975
17427,0.047650136
17428,0.048369344
17429,0.049024235
17430,0.049611937
17431,0.05013007
17432,0.050576776
17433,0.0509509
17434,0.05125194
17435,0.051479906
17436,0.05163551
17437,0.05171993
17438,0.051734783
17439,0.05168199
17440,0.05156369
17441,0.051382143
17442,0.051139634
17443,0.050838247
17444,0.050480023
17445,0.050066654
17446,0.04959959
17447,0.049080018
17448,0.048508864
17449,0.047886916
17450,0.04721472
17451,0.046492845
17452,0.045721922
17453,0.044902697
17454,0.04403624
17455,0.043123845
17456,0.042167366
17457,0.041169018
17458,0.0401316
17459,0.039058406
17460,0.03795324
17461,0.036820345
17462,0.035664372
17463,0.034490358
17464,0.033303495
17465,0.032109104
17466,0.030912578
17467,0.029719174
17468,0.028533991
17469,0.027361881
17470,0.026207376
17471,0.025074616
17472,0.023967393
17473,0.022889066
17474,0.021842575
17475,0.020830566
17476,0.019855272
17477,0.018918684
17478,0.01802256
17479,0.01716845
17480,0.016357822
17481,0.015592014
17482,0.014872377
17483,0.014200232
17484,0.013576917
17485,0.013003809
17486,0.012482293
17487,0.012013796
17488,0.011599742
17489,0.011241529
17490,0.010940524
17491,0.010698029
17492,0.010515225
17493,0.010393208
17494,0.010332867
17495,0.010334949
17496,0.010399971
17497,0.0105282515
17498,0.010719856
17499,0.010974595
17500,0.011292036
17501,0.011671478
17502,0.012111946
17503,0.012612194
17504,0.013170742
17505,0.013785804
17506,0.014455374
17507,0.015177207
17508,0.015948828
17509,0.016767574
17510,0.017630622
17511,0.018534968
17512,0.019477572
17513,0.020455249
17514,0.02146483
17515,0.022503113
17516,0.023566948
17517,0.024653226
17518,0.025758943
17519,0.026881175
17520,0.02801712
17521,0.029164106
17522,0.030319555
17523,0.03148099
17524,0.032646
17525,0.033812255
17526,0.034977373
17527,0.036139023
17528,0.037294786
17529,0.03844212
17530,0.039578434
17531,0.04070103
17532,0.04180695
17533,0.042893182
17534,0.043956526
17535,0.044993646
17536,0.04600114
17537,0.04697546
17538,0.04791301
17539,0.048810285
17540,0.049663674
17541,0.050469704
17542,0.05122503
17543,0.0519264
17544,0.052570764
17545,0.05315526
17546,0.053677216
17547,0.054134216
17548,0.05452404
17549,0.054844745
17550,0.05509454
17551,0.055271924
17552,0.055375643
17553,0.05540457
17554,0.055357855
17555,0.055234946
17556,0.055035364
17557,0.054759014
17558,0.054405995
17559,0.05397664
17560,0.05347163
17561,0.05289188
17562,0.052238513
17563,0.051513076
17564,0.05071731
17565,0.04985325
17566,0.04892313
17567,0.047929477
17568,0.04687494
17569,0.045762304
17570,0.044594515
17571,0.04337453
17572,0.04210537
17573,0.040790025
17574,0.03943142
17575,0.038032487
17576,0.036596
17577,0.035124715
17578,0.033621334
17579,0.03208846
17580,0.030528722
17581,0.02894474
17582,0.027339252
17583,0.025715047
17584,0.02407509
17585,0.022422569
17586,0.020760857
17587,0.019093636
17588,0.01742481
17589,0.01575862
17590,0.0140995355
17591,0.012452329
17592,0.0108219525
17593,0.009213579
17594,0.007632478
17595,0.006084013
17596,0.0045735305
17597,0.0031063221
17598,0.0016875359
17599,0.00032212905
17600,-0.0009852053
17601,-0.0022300857
17602,-0.0034084846
17603,-0.004516765
17604,-0.00555172
17605,-0.006510572
17606,-0.00739098
17607,-0.008191055
17608,-0.008909328
17609,-0.009544738
17610,-0.010096625
17611,-0.010564667
17612,-0.010948899
17613,-0.011249621
17614,-0.011467414
17615,-0.011603096
17616,-0.011657684
17617,-0.011632376
17618,-0.011528523
17619,-0.011347624
17620,-0.011091279
17621,-0.01076124
17622,-0.01035934
17623,-0.009887531
17624,-0.009347882
17625,-0.00874259
17626,-0.008073975
17627,-0.0073445127
17628,-0.0065568243
17629,-0.0057137106
17630,-0.0048181373
17631,-0.003873262
17632,-0.002882411
17633,-0.0018490958
17634,-0.00077698607
17635,0.00033009815
17636,0.0014682151
17637,0.0026333327
17638,0.0038213592
17639,0.0050281878
17640,0.0062497254
17641,0.0074819415
17642,0.0087209
17643,0.009962806
17644,0.011203983
17645,0.0124409525
17646,0.013670387
17647,0.014889136
17648,0.016094198
17649,0.017282702
17650,0.018451877
17651,0.01959902
17652,0.020721458
17653,0.021816494
17654,0.022881413
17655,0.02391342
17656,0.024909671
17657,0.025867227
17658,0.026783101
17659,0.027654296
17660,0.028477812
17661,0.029250734
17662,0.029970301
17663,0.03063396
17664,0.031239454
17665,0.031784855
17666,0.03226866
17667,0.032689866
17668,0.03304791
17669,0.033342708
17670,0.033574667
17671,0.033744603
17672,0.033853624
17673,0.033903223
17674,0.03389493
17675,0.033830307
17676,0.033710964
17677,0.033538163
17678,0.033312958
17679,0.03303596
17680,0.03270742
17681,0.032327045
17682,0.031894106
17683,0.031407475
17684,0.030865652
17685,0.030266928
17686,0.029609462
17687,0.028891489
17688,0.028111467
17689,0.027268218
17690,0.026361082
17691,0.025390083
17692,0.024356062
17693,0.023260685
17694,0.022106495
17695,0.02089698
17696,0.019636475
17697,0.018330008
17698,0.016983315
17699,0.01560258
17700,0.01419431
17701,0.01276514
17702,0.011321645
17703,0.009870169
17704,0.008416679
17705,0.006966597
17706,0.0055247806
17707,0.0040953923
17708,0.0026819212
17709,0.0012872113
17710,-8.649144e-05
17711,-0.0014374327
