tv,radio,social_media,influencer,sales
15000.0,1768.19,2568.93,Macro,58273.58
78000.0,36402.42,5322.76,Macro,277707.3
63000.0,25081.5,2684.25,Micro,221809.87
75000.0,27377.91,6011.35,Macro,261807.77
48000.0,20834.12,539.19,Micro,171739.09
94000.0,30876.15,7201.35,Nano,336746.54
39000.0,8027.42,3780.1,Mega,141087.08
13000.0,9434.36,1803.38,Micro,49117.66
42000.0,15504.43,2861.96,Mega,145797.66
71000.0,18513.56,825.06,Mega,250940.44
36000.0,14412.88,3113.93,Mega,129825.38
64000.0,18920.71,3248.47,Nano,230401.85
99000.0,34192.93,7824.97,Micro,357105.09
95000.0,39361.42,6182.3,Macro,342778.79
17000.0,43.08,1299.32,Micro,64981.06
20000.0,11338.19,0.03,Mega,67666.81
80000.0,29336.68,3456.43,Micro,288178.06
46000.0,18995.09,962.85,Macro,164332.05
75000.0,20142.18,5763.51,Macro,265232.73
15000.0,3089.35,2609.82,Macro,61443.85
63000.0,14438.96,2954.98,Micro,220228.01
20000.0,12618.78,1600.79,Micro,74827.79
68000.0,28701.34,3706.08,Micro,242135.92
74000.0,22449.69,305.11,Nano,263346.64
11000.0,5515.06,767.89,Macro,36305.5
35000.0,7227.37,1144.93,Micro,122125.67
52000.0,19400.8,5766.92,Mega,189981.89
25000.0,9973.96,673.03,Mega,87251.69
74000.0,21196.24,2288.93,Nano,265219.8
11000.0,460.92,258.23,Micro,38216.4
99000.0,36736.07,7608.35,Nano,347754.68
11000.0,5561.59,3530.21,Nano,39992.09
34000.0,7768.53,826.27,Nano,122815.76
48000.0,10822.89,1350.74,Mega,162161.59
82000.0,35052.9,5145.98,Nano,291239.68
59000.0,13851.8,2552.07,Micro,210586.52
23000.0,2032.87,1433.14,Macro,85892.62
14000.0,148.68,2597.69,Micro,50648.76
62000.0,14949.79,274.45,Macro,222741.67
80000.0,32535.84,4742.0,Micro,281744.65
87000.0,31071.23,4894.24,Nano,309660.92
16000.0,1871.6,1877.71,Macro,56321.64
16000.0,451.24,3539.79,Mega,56016.9
96000.0,37662.7,6313.93,Macro,340149.64
85000.0,36169.09,7523.61,Mega,309666.26
11000.0,6838.04,2464.86,Mega,41409.7
64000.0,20504.57,4530.97,Micro,233630.38
59000.0,31000.63,2464.13,Micro,214238.91
94000.0,27852.49,8473.49,Nano,339585.29
62000.0,22216.47,3545.5,Macro,217508.51
53000.0,13634.58,3339.47,Mega,186279.37
19000.0,5455.55,1025.9,Nano,62910.34
91000.0,26628.62,4539.2,Macro,325281.98
40000.0,17891.66,4098.49,Mega,143452.24
71000.0,21469.99,3220.82,Mega,251221.7
28000.0,5552.36,1016.9,Micro,100577.66
55000.0,16864.95,4255.42,Micro,194398.8
32000.0,10015.16,2074.41,Nano,111980.28
77000.0,18308.62,2517.85,Mega,275529.78
48000.0,12336.62,1217.33,Macro,166731.08
56000.0,24405.54,6450.37,Mega,197084.0
81000.0,26099.19,4351.76,Mega,289036.48
40000.0,12034.96,1471.28,Micro,139441.96
59000.0,19702.11,3903.54,Nano,207092.49
23000.0,2503.61,1223.21,Nano,81689.35
16000.0,2733.79,51.44,Macro,56592.7
40000.0,8210.58,545.07,Micro,142494.86
27000.0,14017.35,2473.26,Macro,94041.05
21000.0,10575.93,1063.32,Nano,73192.79
41000.0,13926.55,2157.72,Micro,148114.13
63000.0,23237.05,5816.14,Micro,224507.51
21000.0,220.84,2792.11,Micro,74899.74
52000.0,13430.02,2656.33,Nano,184464.79
18000.0,7759.49,1463.72,Micro,66349.39
81000.0,35906.97,5440.59,Macro,291313.32
14000.0,4972.63,4905.05,Macro,52752.86
73000.0,34270.33,8062.58,Mega,262588.19
34000.0,14886.77,899.13,Macro,116327.3
96000.0,32948.45,7862.94,Micro,338790.63
75000.0,20712.23,3740.16,Mega,264635.87
70000.0,20270.99,3989.55,Nano,256974.33
77000.0,25669.88,2140.57,Micro,273284.27
74000.0,15463.35,2480.59,Nano,263041.02
31000.0,11092.3,1840.26,Macro,111315.66
12000.0,6674.85,1986.07,Mega,41563.42
32000.0,10277.84,773.33,Nano,116769.99
78000.0,27933.58,5902.6,Mega,276098.8
86000.0,26403.7,3431.08,Macro,310158.42
86000.0,33250.05,10063.75,Macro,304428.49
68000.0,32645.13,3405.06,Nano,242521.94
29000.0,10414.05,3798.21,Nano,99423.72
41000.0,6032.83,6145.54,Macro,146562.09
83000.0,27987.92,6066.84,Macro,292563.17
28000.0,10051.91,3716.74,Macro,97243.64
32000.0,13713.76,826.28,Micro,109927.86
29000.0,6059.63,2206.64,Mega,106074.55
77000.0,25697.36,4354.45,Macro,273672.11
85000.0,33881.51,5708.52,Mega,303660.32
35000.0,19975.02,3222.88,Nano,121528.86
40000.0,7340.0,3690.52,Mega,140528.21
52000.0,20712.45,1629.66,Micro,183016.41
89000.0,13600.07,16.12,Nano,321078.68
24000.0,9748.09,409.9,Macro,85237.91
67000.0,33622.09,6804.49,Mega,240351.85
100000.0,45082.92,4511.63,Mega,352657.7
83000.0,26870.88,3440.19,Nano,296705.13
28000.0,21107.89,3196.67,Nano,100328.51
94000.0,28655.12,7869.19,Nano,337397.98
17000.0,7002.81,236.66,Micro,64248.94
19000.0,11411.22,1302.07,Macro,66219.7
89000.0,28026.12,3152.45,Micro,314886.26
91000.0,33660.42,7639.6,Mega,321265.74
37000.0,13637.93,3061.27,Micro,131017.81
84000.0,32981.98,8476.18,Mega,306243.1
22000.0,2361.07,3343.8,Macro,83042.91
71000.0,26987.14,842.8,Mega,252120.21
77000.0,30775.45,3668.13,Micro,273416.08
76000.0,34279.23,7940.11,Macro,266942.19
19000.0,11432.06,3113.77,Mega,63006.13
89000.0,38203.58,6574.38,Mega,316573.48
100000.0,42832.65,3965.11,Micro,354869.55
13000.0,14275.56,2329.49,Micro,48981.12
25000.0,5063.02,4328.05,Macro,85904.35
91000.0,28080.06,6062.59,Macro,322373.95
34000.0,5867.79,4071.01,Mega,119600.42
96000.0,32602.5,539.46,Micro,348775.12
45000.0,22819.31,4037.23,Micro,159373.74
63000.0,24998.46,5370.52,Micro,227597.37
74000.0,29520.17,2333.16,Nano,264592.23
42000.0,14649.38,651.58,Mega,150462.02
45000.0,20450.89,3342.23,Nano,158069.41
31000.0,7919.85,75.24,Mega,107038.17
86000.0,25104.45,6322.65,Nano,306810.71
41000.0,12732.41,531.27,Macro,141829.07
55000.0,20108.49,2728.37,Mega,195102.18
29000.0,10935.95,3063.81,Mega,101290.16
87000.0,34536.02,4632.18,Mega,303698.98
26000.0,18652.06,5769.45,Nano,92760.07
30000.0,10563.98,2855.99,Micro,104590.9
29000.0,12662.69,1674.2,Micro,105600.86
85000.0,29388.78,2734.05,Micro,302060.02
100000.0,42225.23,8977.12,Mega,364079.75
89000.0,36004.84,3979.36,Micro,316050.2
15000.0,7687.04,2080.46,Nano,55150.72
22000.0,4389.11,885.96,Micro,77838.82
75000.0,29621.45,10260.19,Mega,264485.25
30000.0,11916.0,2576.95,Nano,102331.41
55000.0,28166.64,3413.11,Micro,198655.27
29000.0,4650.73,2501.84,Micro,101185.77
78000.0,30951.51,6412.86,Nano,279665.09
82000.0,34249.1,5675.42,Micro,293149.09
63000.0,24117.69,5295.9,Mega,216904.83
51000.0,14115.6,905.75,Micro,182579.95
58000.0,28443.84,6105.71,Nano,203165.57
91000.0,25512.82,5125.01,Mega,324047.71
81000.0,31382.19,7024.13,Macro,293303.31
48000.0,12532.0,1825.44,Micro,171303.38
99000.0,25065.44,5419.79,Micro,352158.87
43000.0,17136.11,3371.31,Mega,151663.15
77000.0,36052.46,5137.85,Mega,277621.55
69000.0,28453.07,7099.47,Nano,245189.39
19000.0,7958.37,2432.54,Micro,66429.01
63000.0,15033.62,1154.49,Nano,220764.97
11000.0,8231.82,1674.71,Micro,37029.67
28000.0,2208.5,1329.47,Macro,104198.02
49000.0,15858.06,3969.1,Mega,173151.93
52000.0,19763.18,1198.69,Micro,187866.62
70000.0,24309.71,2404.0,Mega,249196.76
17000.0,5166.33,210.62,Nano,56370.27
92000.0,34758.62,3828.85,Nano,325056.86
79000.0,25284.1,6045.62,Nano,283290.9
34000.0,5491.38,2357.57,Nano,119105.3
34000.0,11372.26,2175.76,Micro,121982.5
10000.0,8830.08,4003.3,Micro,36807.31
14000.0,18285.01,4157.36,Micro,46114.7
88000.0,34005.85,5997.37,Mega,312107.03
78000.0,25441.11,2025.28,Mega,272623.28
16000.0,3304.01,1434.94,Macro,59223.86
17000.0,3980.31,779.48,Nano,60506.12
61000.0,25229.37,3211.6,Mega,224414.93
47000.0,18046.99,1401.19,Macro,170993.52
99000.0,36721.56,7917.32,Nano,352930.11
14000.0,12226.44,2751.87,Macro,51785.63
31000.0,16060.43,3805.07,Micro,106883.34
67000.0,18392.96,1625.68,Micro,235576.53
72000.0,11262.04,5915.24,Mega,253574.79
44000.0,24630.89,357.14,Macro,159236.25
39000.0,2347.19,588.16,Micro,135261.64
95000.0,38048.47,6955.77,Micro,339293.45
35000.0,15931.53,4551.27,Mega,121242.41
39000.0,19593.2,1603.3,Micro,143127.54
16000.0,5765.65,1595.52,Micro,52997.26
69000.0,18667.41,4807.66,Mega,246282.83
65000.0,22563.92,7395.6,Mega,232271.16
52000.0,18432.03,5483.11,Macro,178191.47
30000.0,179.66,280.33,Nano,113189.38
55000.0,20842.66,3351.64,Mega,189967.02
36000.0,8119.96,1225.19,Macro,130989.35
55000.0,16935.83,6276.92,Mega,200269.23
35000.0,3231.08,850.27,Nano,127379.93
56000.0,16135.88,6549.28,Nano,204224.97
80000.0,27721.48,6866.25,Nano,289192.49
87000.0,31851.73,6521.06,Nano,309536.75
49000.0,17086.8,1738.2,Micro,173623.85
56000.0,11375.59,711.76,Nano,199499.93
54000.0,12961.09,2336.08,Micro,194573.56
11000.0,1463.57,1633.27,Nano,38784.18
99000.0,33431.32,3017.41,Nano,351230.81
34000.0,11692.41,684.88,Macro,120117.39
63000.0,17421.01,2038.08,Micro,221927.17
52000.0,19752.45,3573.21,Mega,183067.6
47000.0,25467.99,2998.56,Micro,163205.76
58000.0,18367.79,4583.14,Micro,202429.53
44000.0,15287.64,4180.98,Mega,157882.21
86000.0,29093.98,4849.59,Micro,306090.7
84000.0,30964.46,3763.22,Micro,301670.96
72000.0,21827.94,2858.84,Mega,261620.19
43000.0,17664.19,2728.57,Micro,158008.75
83000.0,35640.92,8930.53,Micro,294638.81
15000.0,6444.25,3416.42,Macro,56674.16
27000.0,6491.32,1109.3,Macro,90575.7
75000.0,29241.05,3969.11,Micro,266465.68
36000.0,11450.64,383.87,Mega,126635.76
28000.0,20148.66,3254.18,Micro,100747.25
62000.0,24171.07,6347.88,Nano,217364.65
69000.0,21079.49,3125.86,Micro,246896.81
58000.0,21668.17,6615.75,Macro,206051.57
28000.0,11422.09,986.71,Mega,93291.73
72000.0,28040.13,5704.48,Micro,251625.26
84000.0,24848.52,1841.07,Micro,302405.52
48000.0,14815.67,2458.46,Nano,170110.49
32000.0,4067.84,958.29,Micro,111802.34
80000.0,22221.9,3185.6,Micro,282599.96
63000.0,20705.8,3522.06,Macro,223249.71
73000.0,30350.54,5230.13,Nano,260238.32
13000.0,2584.81,337.16,Nano,50533.56
53000.0,19936.96,5788.04,Nano,182593.76
72000.0,11811.85,497.25,Micro,256660.8
61000.0,24554.34,4214.67,Nano,219877.29
44000.0,16550.79,5075.48,Macro,151924.14
13000.0,1959.69,1004.49,Nano,49369.12
82000.0,32423.41,5912.09,Nano,288978.14
19000.0,11836.07,1584.29,Micro,62614.18
93000.0,29006.47,5653.7,Macro,325658.98
19000.0,6005.25,2383.63,Macro,66381.82
74000.0,21991.12,877.58,Micro,265838.65
43000.0,15883.74,352.86,Nano,152493.07
60000.0,30682.77,6365.58,Micro,213224.52
73000.0,27397.87,3862.18,Mega,263701.5
96000.0,33863.14,4851.67,Micro,346718.59
84000.0,22234.62,4066.66,Mega,300545.02
46000.0,13438.45,1228.18,Mega,161967.8
93000.0,26867.39,2603.67,Nano,329722.48
12000.0,2198.54,346.49,Nano,41630.5
64000.0,25827.05,5193.28,Macro,230250.8
62000.0,29396.88,4153.7,Nano,220982.09
49000.0,15960.32,5254.91,Micro,174179.1
78000.0,26046.88,2488.18,Mega,276249.06
60000.0,16604.18,5253.65,Nano,212487.44
43000.0,9644.23,1805.61,Macro,154532.61
93000.0,31271.87,8352.36,Micro,327379.64
33000.0,6244.26,1703.12,Mega,113598.7
48000.0,23008.52,325.43,Micro,167343.44
39000.0,14588.55,5478.28,Micro,140540.7
72000.0,24971.72,3384.71,Mega,260295.85
34000.0,8100.35,4642.79,Nano,122283.89
100000.0,34284.71,10337.98,Micro,354680.45
34000.0,8203.18,6045.6,Micro,120067.47
27000.0,15449.22,4645.83,Mega,96821.28
12000.0,10220.74,4464.19,Micro,45252.69
27000.0,8386.19,4055.06,Mega,98988.77
74000.0,21269.67,4212.71,Macro,263894.83
33000.0,21081.77,1295.93,Nano,120632.26
21000.0,5180.33,1332.82,Nano,77692.55
24000.0,12799.67,49.25,Micro,85862.61
100000.0,43760.69,6420.97,Nano,350087.08
55000.0,15394.93,4813.23,Mega,196718.71
56000.0,18778.03,2522.17,Macro,203567.87
96000.0,30075.37,6063.87,Macro,339213.53
37000.0,6172.69,339.88,Mega,135377.92
94000.0,17171.27,1021.3,Nano,333837.24
20000.0,2388.28,593.66,Mega,75776.89
43000.0,28083.76,4457.09,Mega,148215.55
19000.0,2501.89,2170.75,Macro,69732.52
60000.0,19442.51,3361.5,Nano,207624.18
100000.0,25978.68,3807.46,Mega,356282.73
51000.0,18073.11,5706.99,Micro,178473.92
87000.0,36126.14,6662.02,Micro,311743.67
51000.0,16190.26,7972.16,Mega,177933.47
60000.0,18474.61,1883.69,Mega,210468.96
13000.0,6237.81,777.46,Nano,44497.94
21000.0,7239.53,1611.17,Micro,75883.45
44000.0,12239.73,3772.52,Micro,152541.54
23000.0,10700.57,582.37,Nano,79201.47
92000.0,31076.32,6931.17,Macro,328875.07
10000.0,5825.17,105.71,Macro,33929.08
71000.0,28254.8,4399.2,Macro,252518.06
96000.0,34713.56,3437.71,Micro,345195.95
59000.0,24081.9,3331.67,Micro,211636.72
35000.0,7798.02,1957.66,Macro,120638.99
40000.0,8854.99,149.94,Mega,145297.94
58000.0,28337.07,6984.63,Nano,203413.71
89000.0,31770.89,5889.23,Macro,316269.76
58000.0,21458.28,4237.9,Macro,202234.85
58000.0,17934.3,3457.85,Mega,206285.1
36000.0,12436.99,903.68,Micro,133588.17
92000.0,29331.52,8145.98,Nano,330155.21
78000.0,37477.61,12108.02,Micro,277337.55
45000.0,8417.13,4060.03,Macro,156884.42
37000.0,538.69,870.27,Macro,132408.84
43000.0,13566.85,1316.83,Nano,153535.25
27000.0,5441.22,1129.23,Micro,98454.41
57000.0,21666.27,11534.63,Mega,200805.6
60000.0,16098.4,2896.23,Nano,213380.96
12000.0,4549.97,968.12,Macro,39992.55
40000.0,8483.01,1590.99,Mega,139144.93
26000.0,494.67,3307.76,Macro,96531.22
82000.0,26374.25,4160.12,Macro,291597.38
55000.0,16184.08,3600.79,Mega,195656.12
57000.0,16799.94,2953.1,Nano,205670.3
78000.0,29990.21,4661.34,Mega,278864.81
54000.0,18317.11,2118.81,Micro,191380.22
66000.0,23524.61,7947.06,Macro,232314.77
55000.0,18506.67,4089.3,Nano,196183.98
17000.0,2291.17,2154.7,Micro,63861.48
10000.0,5426.77,2378.17,Micro,36355.32
79000.0,26473.54,7295.71,Macro,281951.61
77000.0,22259.93,3354.03,Mega,283251.11
23000.0,5723.87,4001.56,Nano,84596.17
86000.0,29453.26,4046.31,Nano,300717.18
82000.0,23140.53,2043.23,Macro,288661.32
50000.0,15084.28,474.42,Macro,181054.34
50000.0,11109.71,3949.36,Nano,172982.91
74000.0,21098.9,3621.74,Micro,261849.76
52000.0,13560.66,2669.57,Nano,187774.04
92000.0,26469.27,7070.95,Micro,328239.38
33000.0,18795.12,3740.23,Micro,114287.97
42000.0,11853.88,425.87,Micro,148894.57
36000.0,15826.44,1740.74,Nano,127546.66
34000.0,19684.57,5029.56,Macro,118885.55
35000.0,16748.02,1727.57,Micro,130552.39
75000.0,29390.65,5909.57,Mega,267044.34
44000.0,23134.4,3022.94,Mega,155941.34
92000.0,30427.45,7716.72,Nano,330643.71
20000.0,6460.32,1391.49,Micro,72997.21
55000.0,19801.81,1585.08,Micro,195423.1
15000.0,109.11,981.48,Nano,54634.71
68000.0,19165.38,917.99,Nano,240393.74
44000.0,11075.71,3220.12,Mega,150190.12
69000.0,19909.4,248.12,Micro,242253.51
72000.0,20221.32,6062.82,Macro,252705.95
56000.0,22468.15,3369.15,Nano,201690.38
61000.0,23132.29,6415.85,Micro,223438.76
42000.0,15832.43,2942.0,Nano,147475.22
22000.0,561.49,182.88,Micro,79337.08
57000.0,17941.92,3090.31,Mega,204046.14
13000.0,6345.76,3579.86,Micro,44851.65
11000.0,1606.39,1584.96,Micro,37745.95
34000.0,2690.57,3009.39,Macro,119750.71
60000.0,21448.59,1782.91,Micro,215953.02
17000.0,103.56,469.53,Nano,61355.65
27000.0,16237.37,3192.29,Micro,93618.85
51000.0,24161.08,4792.64,Nano,180785.09
53000.0,10678.65,3724.56,Micro,189564.92
26000.0,10855.72,1338.04,Micro,88007.55
48000.0,20800.63,5617.72,Mega,174880.55
97000.0,23105.3,5386.11,Macro,347962.54
17000.0,961.22,748.2,Micro,58937.72
45000.0,23882.72,3316.92,Nano,159419.69
33000.0,11292.37,945.96,Nano,116344.21
87000.0,28277.01,7015.22,Nano,310222.47
82000.0,23775.37,3162.66,Macro,294904.52
63000.0,11204.28,1845.74,Mega,222135.01
51000.0,19507.72,3276.65,Mega,182888.77
33000.0,11502.53,2911.12,Micro,114154.41
56000.0,25183.69,2279.89,Mega,197352.81
68000.0,20646.61,2092.46,Nano,242036.58
26000.0,10956.5,2940.48,Mega,92132.73
59000.0,24000.07,2348.45,Nano,210731.9
71000.0,29268.81,4327.22,Micro,254961.5
83000.0,28110.17,7358.17,Mega,297626.73
47000.0,19312.56,574.25,Nano,169233.69
46000.0,22093.02,3789.15,Macro,167407.84
99000.0,33282.87,5603.83,Macro,357517.77
83000.0,27457.45,4852.58,Macro,292545.73
21000.0,5029.56,2128.34,Nano,77389.48
34000.0,9510.89,979.74,Macro,118342.4
79000.0,31537.03,7015.33,Micro,279934.77
37000.0,18610.54,70.86,Macro,131015.45
50000.0,15529.55,660.17,Nano,179140.77
48000.0,10359.37,3609.03,Nano,173346.7
92000.0,27962.34,7395.2,Mega,327755.06
66000.0,22006.1,4981.5,Mega,229294.74
19000.0,7299.36,1577.31,Micro,71397.85
47000.0,15598.3,5327.11,Nano,167969.75
16000.0,17694.55,342.65,Macro,52851.38
87000.0,36189.34,4810.69,Micro,303040.99
21000.0,6824.1,3386.31,Mega,72115.52
67000.0,18240.98,564.13,Mega,234596.02
66000.0,26544.29,3947.79,Macro,241786.63
13000.0,7036.15,595.66,Macro,46841.2
39000.0,11060.56,3690.41,Micro,140389.86
79000.0,25957.37,5781.87,Mega,282971.74
64000.0,19564.46,5795.22,Macro,224426.73
98000.0,30101.92,6113.15,Nano,348530.44
78000.0,23737.86,7551.39,Nano,272079.12
87000.0,31331.04,7012.68,Macro,307989.34
29000.0,10607.77,392.28,Mega,106807.62
81000.0,27470.28,1607.62,Micro,289249.41
85000.0,27437.91,4189.13,Mega,297805.63
82000.0,30622.42,6785.86,Mega,295004.94
40000.0,14402.48,2874.71,Micro,147028.9
42000.0,15025.21,4472.24,Macro,151755.4
32000.0,19083.01,6397.43,Macro,115089.79
23000.0,5088.64,254.29,Micro,86211.03
97000.0,22647.46,3287.17,Macro,345847.0
51000.0,12898.28,1831.45,Nano,184047.82
44000.0,10557.2,7345.44,Micro,159798.75
31000.0,11945.43,1410.2,Mega,112772.11
42000.0,7977.29,983.44,Micro,147229.63
35000.0,1530.85,1171.05,Mega,129596.95
68000.0,19988.11,1958.18,Mega,236339.81
85000.0,29107.68,2656.17,Nano,299415.11
15000.0,4405.61,3454.12,Macro,49600.35
97000.0,30200.05,6142.59,Nano,342254.14
46000.0,10581.68,1401.5,Nano,164599.6
12000.0,6217.93,4111.67,Nano,46542.41
44000.0,14692.95,3043.87,Macro,156526.1
13000.0,426.66,1403.27,Nano,49217.34
25000.0,1717.08,3631.54,Micro,89949.4
54000.0,24934.57,2991.64,Micro,193059.91
33000.0,12817.83,208.07,Micro,113591.43
21000.0,16692.15,1982.43,Macro,72216.45
32000.0,18324.17,2612.61,Nano,111195.28
63000.0,10246.69,392.28,Macro,230145.3
43000.0,7883.96,2098.13,Nano,154225.41
30000.0,14830.27,1166.41,Macro,102244.21
59000.0,19379.61,2883.5,Mega,211230.18
45000.0,17023.2,1057.0,Mega,165631.36
43000.0,23119.23,2994.21,Mega,153556.56
65000.0,12401.62,4215.88,Macro,226938.08
34000.0,6795.99,5336.99,Macro,123303.45
26000.0,13939.83,613.43,Micro,94675.29
94000.0,34025.86,6345.91,Macro,335980.66
19000.0,7064.36,782.89,Macro,68732.79
31000.0,6168.74,1043.65,Nano,112719.64
29000.0,12091.06,2490.22,Nano,104502.71
15000.0,4456.31,2629.69,Mega,54334.01
69000.0,20722.5,1677.07,Mega,245518.03
33000.0,14215.18,2005.89,Micro,122204.9
50000.0,19166.57,4879.31,Mega,179192.71
98000.0,27036.38,3360.61,Mega,350202.64
44000.0,16253.44,2968.6,Mega,153872.6
73000.0,14835.3,1586.4,Mega,260062.86
98000.0,30956.09,8511.03,Micro,345594.07
32000.0,4716.51,1760.94,Mega,113672.84
25000.0,10682.81,114.82,Nano,88573.46
45000.0,12621.84,618.2,Macro,157508.25
92000.0,30287.94,5389.31,Micro,326948.2
86000.0,27465.17,4518.23,Micro,305516.27
44000.0,17680.86,2147.84,Nano,159351.86
65000.0,19771.41,5607.6,Micro,229723.93
35000.0,13069.48,3546.49,Macro,123914.68
91000.0,28611.63,5507.7,Macro,319379.01
90000.0,30185.68,3437.85,Micro,320223.96
13000.0,1939.45,658.23,Nano,49153.97
60000.0,23243.56,3593.97,Micro,212412.51
84000.0,23874.82,4140.34,Mega,301044.66
14000.0,199.78,2127.6,Mega,43296.59
22000.0,13494.83,3186.23,Nano,76224.02
88000.0,35397.46,4222.18,Mega,312233.64
90000.0,40248.15,2291.78,Macro,322567.33
57000.0,23219.94,3253.9,Mega,201139.22
21000.0,1434.56,76.38,Mega,70077.28
31000.0,16337.44,3886.17,Mega,109182.43
35000.0,4435.77,372.86,Macro,126653.96
20000.0,4733.83,3521.1,Macro,72859.03
13000.0,1939.07,715.07,Macro,46246.86
35000.0,14776.56,3728.0,Nano,121317.4
64000.0,22877.68,3198.42,Macro,227885.57
60000.0,18705.23,2412.97,Macro,219705.3
29000.0,14645.21,3724.79,Macro,101120.9
62000.0,24372.51,4798.78,Nano,223269.71
89000.0,36777.93,3933.8,Micro,322324.53
90000.0,25159.41,2743.31,Nano,322591.04
99000.0,30023.46,4263.14,Nano,352445.03
100000.0,28597.29,6150.34,Mega,350251.44
53000.0,18979.56,2374.6,Mega,187451.45
35000.0,11706.61,1951.57,Macro,121789.31
68000.0,27814.92,2873.35,Nano,243286.43
72000.0,20742.14,4946.22,Micro,256773.16
47000.0,19696.49,3041.31,Macro,167510.11
12000.0,14721.47,316.27,Macro,47477.93
18000.0,10386.46,4847.89,Mega,59116.81
11000.0,7688.27,3023.13,Nano,33692.69
48000.0,12108.69,745.24,Macro,172731.19
92000.0,35201.36,3687.56,Micro,330053.29
74000.0,25561.91,5459.72,Micro,261966.81
89000.0,30579.69,5915.51,Nano,315205.89
33000.0,6308.07,2636.18,Macro,117174.97
98000.0,31934.07,4645.25,Micro,349085.14
96000.0,31123.12,2603.73,Macro,341767.0
79000.0,18679.37,1179.35,Nano,281271.48
10000.0,5217.56,1075.07,Nano,31199.41
21000.0,2438.85,2350.37,Macro,65534.25
50000.0,19348.86,2369.9,Macro,177955.37
71000.0,24920.96,2421.7,Mega,252276.32
75000.0,24904.45,2148.41,Nano,269530.11
78000.0,34095.08,6181.58,Micro,274550.42
22000.0,14041.94,4643.55,Macro,76215.34
88000.0,25788.01,5001.77,Macro,309293.33
88000.0,37287.22,11964.33,Micro,311773.77
61000.0,27201.63,6320.75,Nano,216907.92
47000.0,23268.49,1478.26,Nano,172097.69
72000.0,30364.94,5110.39,Mega,259695.65
95000.0,33708.99,4448.99,Nano,337795.95
38000.0,8430.63,1893.37,Micro,138674.47
66000.0,20822.13,4347.56,Mega,236322.33
12000.0,2290.61,323.28,Mega,36831.51
47000.0,20936.51,4774.72,Micro,166783.38
38000.0,21971.78,3883.81,Nano,138001.05
60000.0,20114.98,3835.21,Nano,219929.16
72000.0,18552.39,4524.16,Macro,254800.89
69000.0,15620.13,969.79,Nano,242729.23
92000.0,32317.05,4646.32,Nano,328326.13
85000.0,27900.79,2420.8,Macro,306380.01
62000.0,13482.92,2810.26,Macro,215124.03
32000.0,8072.38,3938.81,Nano,108533.58
57000.0,16966.18,4938.31,Nano,202882.58
37000.0,13527.68,1309.44,Micro,134697.12
100000.0,27779.9,5280.72,Mega,359038.84
30000.0,4328.54,477.26,Micro,102350.79
25000.0,5488.76,394.93,Macro,91877.64
26000.0,2881.75,1830.34,Nano,96049.5
73000.0,32169.4,6718.19,Nano,264139.9
25000.0,4590.91,1016.8,Mega,91085.33
95000.0,31357.29,9619.58,Nano,336416.64
20000.0,3594.37,189.19,Micro,71900.33
29000.0,7615.69,1294.08,Macro,107695.4
66000.0,25375.7,5073.87,Micro,237570.23
69000.0,22446.65,6654.6,Mega,243814.4
43000.0,18672.69,1532.24,Micro,154485.38
63000.0,20178.22,653.84,Macro,227551.04
42000.0,22000.42,2830.15,Micro,149191.7
40000.0,9383.68,1622.31,Nano,144295.5
32000.0,12082.57,365.61,Macro,112275.61
40000.0,13802.14,4654.44,Nano,144403.57
90000.0,32328.94,6664.55,Macro,325067.47
47000.0,19085.49,2485.25,Nano,162506.37
58000.0,13949.37,4793.89,Macro,210060.35
31000.0,10424.8,3181.4,Mega,113449.64
16000.0,2081.86,2995.11,Micro,53803.15
18000.0,6175.36,1206.35,Macro,64055.35
86000.0,28645.12,4707.49,Nano,311670.24
31000.0,15763.98,890.84,Micro,112415.11
26000.0,6436.9,1163.72,Mega,94189.14
39000.0,16495.26,747.08,Nano,138138.03
27000.0,815.59,3082.83,Micro,95103.07
47000.0,14909.39,172.82,Macro,164122.39
83000.0,23661.0,3981.73,Nano,299338.03
98000.0,28552.92,5105.36,Nano,347163.4
61000.0,15322.18,4379.75,Macro,222696.77
86000.0,38575.78,13981.66,Macro,306807.6
95000.0,28920.83,3084.05,Micro,334560.4
30000.0,14790.08,4567.82,Macro,106348.78
77000.0,21795.09,5432.04,Mega,267711.46
77000.0,30670.23,2807.29,Nano,272044.24
46000.0,18904.05,3609.31,Nano,161587.34
74000.0,23059.22,7068.86,Mega,264459.88
69000.0,24574.04,8260.13,Macro,246967.19
100000.0,34771.45,6553.82,Micro,356533.25
92000.0,29340.51,4968.61,Mega,329695.34
10000.0,1203.62,1044.44,Mega,34158.84
79000.0,27414.97,2039.59,Mega,277977.9
78000.0,22767.86,1967.18,Macro,274901.8
96000.0,36339.2,2480.41,Mega,345248.7
44000.0,14631.64,635.24,Nano,156863.27
48000.0,18083.95,3041.88,Micro,174728.14
13000.0,5654.2,3614.72,Micro,47462.72
27000.0,5345.46,1836.59,Micro,96098.69
15000.0,3636.11,732.19,Micro,51803.71
35000.0,6790.02,1234.11,Macro,121927.5
90000.0,33543.96,7805.69,Nano,323002.81
86000.0,23397.4,3278.63,Macro,307629.32
47000.0,18777.37,41.23,Mega,168895.17
87000.0,28083.87,3530.83,Mega,308826.25
96000.0,31775.94,7021.63,Micro,337264.42
